Ch 1 (s)	 Ch 1 (Volts)	 Ch 2 (s)	 Ch 2 (Volts)
     5.840E-3	      4.560	      5.840E-3	     0.0000
     5.844E-3	      4.560	      5.844E-3	     0.0000
     5.848E-3	      4.560	      5.848E-3	     0.0000
     5.852E-3	      4.560	      5.852E-3	     0.0000
     5.856E-3	      4.560	      5.856E-3	      80.00E-3
     5.860E-3	      4.560	      5.860E-3	     0.0000
     5.864E-3	      4.560	      5.864E-3	     0.0000
     5.868E-3	      4.560	      5.868E-3	     0.0000
     5.872E-3	      4.640	      5.872E-3	     0.0000
     5.876E-3	      4.560	      5.876E-3	     0.0000
     5.880E-3	      4.560	      5.880E-3	      80.00E-3
     5.884E-3	      4.560	      5.884E-3	     0.0000
     5.888E-3	      4.560	      5.888E-3	      80.00E-3
     5.892E-3	      4.560	      5.892E-3	     0.0000
     5.896E-3	      4.560	      5.896E-3	     0.0000
     5.900E-3	      4.560	      5.900E-3	     0.0000
     5.904E-3	      4.560	      5.904E-3	     0.0000
     5.908E-3	      4.640	      5.908E-3	      80.00E-3
     5.912E-3	      4.560	      5.912E-3	     0.0000
     5.916E-3	      4.560	      5.916E-3	      80.00E-3
     5.920E-3	      4.560	      5.920E-3	      80.00E-3
     5.924E-3	      4.560	      5.924E-3	      80.00E-3
     5.928E-3	      4.560	      5.928E-3	     0.0000
     5.932E-3	      4.640	      5.932E-3	     0.0000
     5.936E-3	      4.560	      5.936E-3	     0.0000
     5.940E-3	      4.560	      5.940E-3	      80.00E-3
     5.944E-3	      4.480	      5.944E-3	     0.0000
     5.948E-3	      4.560	      5.948E-3	     0.0000
     5.952E-3	      4.560	      5.952E-3	     0.0000
     5.956E-3	      4.560	      5.956E-3	      80.00E-3
     5.960E-3	      4.560	      5.960E-3	     0.0000
     5.964E-3	      4.560	      5.964E-3	     0.0000
     5.968E-3	      4.480	      5.968E-3	      80.00E-3
     5.972E-3	      4.560	      5.972E-3	     0.0000
     5.976E-3	      4.560	      5.976E-3	     0.0000
     5.980E-3	      4.560	      5.980E-3	      80.00E-3
     5.984E-3	      4.560	      5.984E-3	     0.0000
     5.988E-3	      4.560	      5.988E-3	     0.0000
     5.992E-3	      4.560	      5.992E-3	      80.00E-3
     5.996E-3	      4.560	      5.996E-3	     0.0000
     6.000E-3	      4.560	      6.000E-3	     0.0000
     6.004E-3	      4.560	      6.004E-3	     0.0000
     6.008E-3	      4.640	      6.008E-3	     0.0000
     6.012E-3	      4.560	      6.012E-3	     0.0000
     6.016E-3	      4.560	      6.016E-3	     0.0000
     6.020E-3	      4.640	      6.020E-3	     0.0000
     6.024E-3	      4.560	      6.024E-3	     0.0000
     6.028E-3	      4.560	      6.028E-3	     0.0000
     6.032E-3	      4.560	      6.032E-3	     0.0000
     6.036E-3	      4.560	      6.036E-3	     0.0000
     6.040E-3	      4.560	      6.040E-3	      80.00E-3
     6.044E-3	      4.560	      6.044E-3	     0.0000
     6.048E-3	      4.560	      6.048E-3	     0.0000
     6.052E-3	      4.560	      6.052E-3	      80.00E-3
     6.056E-3	      4.560	      6.056E-3	      80.00E-3
     6.060E-3	      4.560	      6.060E-3	      80.00E-3
     6.064E-3	      4.560	      6.064E-3	      80.00E-3
     6.068E-3	      4.560	      6.068E-3	      80.00E-3
     6.072E-3	      4.560	      6.072E-3	     0.0000
     6.076E-3	      4.560	      6.076E-3	     0.0000
     6.080E-3	      4.560	      6.080E-3	     0.0000
     6.084E-3	      4.560	      6.084E-3	     0.0000
     6.088E-3	      4.560	      6.088E-3	     0.0000
     6.092E-3	     0.0000	      6.092E-3	     0.0000
     6.096E-3	      80.00E-3	      6.096E-3	     0.0000
     6.100E-3	     0.0000	      6.100E-3	     0.0000
     6.104E-3	     0.0000	      6.104E-3	     0.0000
     6.108E-3	     0.0000	      6.108E-3	      80.00E-3
     6.112E-3	      80.00E-3	      6.112E-3	     0.0000
     6.116E-3	     0.0000	      6.116E-3	     0.0000
     6.120E-3	      80.00E-3	      6.120E-3	     0.0000
     6.124E-3	     0.0000	      6.124E-3	     0.0000
     6.128E-3	      80.00E-3	      6.128E-3	     0.0000
     6.132E-3	     0.0000	      6.132E-3	     0.0000
     6.136E-3	      80.00E-3	      6.136E-3	     0.0000
     6.140E-3	      80.00E-3	      6.140E-3	      80.00E-3
     6.144E-3	      80.00E-3	      6.144E-3	     0.0000
     6.148E-3	      80.00E-3	      6.148E-3	     0.0000
     6.152E-3	     0.0000	      6.152E-3	     0.0000
     6.156E-3	     0.0000	      6.156E-3	      80.00E-3
     6.160E-3	     0.0000	      6.160E-3	     0.0000
     6.164E-3	      80.00E-3	      6.164E-3	      80.00E-3
     6.168E-3	     0.0000	      6.168E-3	     0.0000
     6.172E-3	     0.0000	      6.172E-3	     0.0000
     6.176E-3	     0.0000	      6.176E-3	      80.00E-3
     6.180E-3	     0.0000	      6.180E-3	     0.0000
     6.184E-3	     0.0000	      6.184E-3	     0.0000
     6.188E-3	      80.00E-3	      6.188E-3	     0.0000
     6.192E-3	     0.0000	      6.192E-3	      80.00E-3
     6.196E-3	     0.0000	      6.196E-3	     0.0000
     6.200E-3	     0.0000	      6.200E-3	      80.00E-3
     6.204E-3	     0.0000	      6.204E-3	      80.00E-3
     6.208E-3	     0.0000	      6.208E-3	     0.0000
     6.212E-3	     0.0000	      6.212E-3	     -80.00E-3
     6.216E-3	     0.0000	      6.216E-3	     0.0000
     6.220E-3	     0.0000	      6.220E-3	     0.0000
     6.224E-3	     0.0000	      6.224E-3	     0.0000
     6.228E-3	     0.0000	      6.228E-3	     0.0000
     6.232E-3	     0.0000	      6.232E-3	     0.0000
     6.236E-3	     0.0000	      6.236E-3	     0.0000
     6.240E-3	      80.00E-3	      6.240E-3	     0.0000
     6.244E-3	      80.00E-3	      6.244E-3	     0.0000
     6.248E-3	     0.0000	      6.248E-3	     0.0000
     6.252E-3	     0.0000	      6.252E-3	      80.00E-3
     6.256E-3	     0.0000	      6.256E-3	     0.0000
     6.260E-3	      80.00E-3	      6.260E-3	     0.0000
     6.264E-3	     0.0000	      6.264E-3	     0.0000
     6.268E-3	     0.0000	      6.268E-3	     0.0000
     6.272E-3	     0.0000	      6.272E-3	     0.0000
     6.276E-3	     0.0000	      6.276E-3	     0.0000
     6.280E-3	     0.0000	      6.280E-3	     0.0000
     6.284E-3	     0.0000	      6.284E-3	     0.0000
     6.288E-3	      80.00E-3	      6.288E-3	     0.0000
     6.292E-3	      80.00E-3	      6.292E-3	     0.0000
     6.296E-3	     0.0000	      6.296E-3	     0.0000
     6.300E-3	     0.0000	      6.300E-3	     0.0000
     6.304E-3	     0.0000	      6.304E-3	      80.00E-3
     6.308E-3	     0.0000	      6.308E-3	      80.00E-3
     6.312E-3	     0.0000	      6.312E-3	     0.0000
     6.316E-3	     0.0000	      6.316E-3	     0.0000
     6.320E-3	      80.00E-3	      6.320E-3	      80.00E-3
     6.324E-3	     0.0000	      6.324E-3	     0.0000
     6.328E-3	     0.0000	      6.328E-3	     0.0000
     6.332E-3	     0.0000	      6.332E-3	     0.0000
     6.336E-3	     0.0000	      6.336E-3	     0.0000
     6.340E-3	      80.00E-3	      6.340E-3	     0.0000
     6.344E-3	     0.0000	      6.344E-3	     0.0000
     6.348E-3	     0.0000	      6.348E-3	     0.0000
     6.352E-3	     0.0000	      6.352E-3	      80.00E-3
     6.356E-3	     0.0000	      6.356E-3	      80.00E-3
     6.360E-3	     0.0000	      6.360E-3	     0.0000
     6.364E-3	     0.0000	      6.364E-3	     0.0000
     6.368E-3	     0.0000	      6.368E-3	      80.00E-3
     6.372E-3	     0.0000	      6.372E-3	      80.00E-3
     6.376E-3	     0.0000	      6.376E-3	     0.0000
     6.380E-3	     0.0000	      6.380E-3	     0.0000
     6.384E-3	     0.0000	      6.384E-3	      80.00E-3
     6.388E-3	     0.0000	      6.388E-3	     0.0000
     6.392E-3	      80.00E-3	      6.392E-3	      80.00E-3
     6.396E-3	     0.0000	      6.396E-3	     0.0000
     6.400E-3	     0.0000	      6.400E-3	      80.00E-3
     6.404E-3	     0.0000	      6.404E-3	      80.00E-3
     6.408E-3	     0.0000	      6.408E-3	     0.0000
     6.412E-3	     0.0000	      6.412E-3	     0.0000
     6.416E-3	     0.0000	      6.416E-3	      80.00E-3
     6.420E-3	     0.0000	      6.420E-3	      80.00E-3
     6.424E-3	     0.0000	      6.424E-3	     0.0000
     6.428E-3	      80.00E-3	      6.428E-3	     0.0000
     6.432E-3	     0.0000	      6.432E-3	     0.0000
     6.436E-3	      80.00E-3	      6.436E-3	     0.0000
     6.440E-3	     0.0000	      6.440E-3	     0.0000
     6.444E-3	     0.0000	      6.444E-3	     0.0000
     6.448E-3	     0.0000	      6.448E-3	      80.00E-3
     6.452E-3	      80.00E-3	      6.452E-3	     0.0000
     6.456E-3	     0.0000	      6.456E-3	      80.00E-3
     6.460E-3	      80.00E-3	      6.460E-3	      80.00E-3
     6.464E-3	     0.0000	      6.464E-3	     0.0000
     6.468E-3	     0.0000	      6.468E-3	     0.0000
     6.472E-3	     0.0000	      6.472E-3	     0.0000
     6.476E-3	     0.0000	      6.476E-3	      80.00E-3
     6.480E-3	     0.0000	      6.480E-3	      80.00E-3
     6.484E-3	      80.00E-3	      6.484E-3	     0.0000
     6.488E-3	     0.0000	      6.488E-3	     0.0000
     6.492E-3	     0.0000	      6.492E-3	     0.0000
     6.496E-3	     0.0000	      6.496E-3	      80.00E-3
     6.500E-3	     0.0000	      6.500E-3	     0.0000
     6.504E-3	     0.0000	      6.504E-3	     0.0000
     6.508E-3	      80.00E-3	      6.508E-3	     0.0000
     6.512E-3	     0.0000	      6.512E-3	      80.00E-3
     6.516E-3	     0.0000	      6.516E-3	     0.0000
     6.520E-3	      80.00E-3	      6.520E-3	      80.00E-3
     6.524E-3	      80.00E-3	      6.524E-3	      80.00E-3
     6.528E-3	     0.0000	      6.528E-3	     0.0000
     6.532E-3	     0.0000	      6.532E-3	     0.0000
     6.536E-3	     0.0000	      6.536E-3	      80.00E-3
     6.540E-3	     0.0000	      6.540E-3	     0.0000
     6.544E-3	     0.0000	      6.544E-3	     0.0000
     6.548E-3	      80.00E-3	      6.548E-3	      80.00E-3
     6.552E-3	     -80.00E-3	      6.552E-3	     0.0000
     6.556E-3	     -80.00E-3	      6.556E-3	     0.0000
     6.560E-3	      80.00E-3	      6.560E-3	     0.0000
     6.564E-3	      80.00E-3	      6.564E-3	     0.0000
     6.568E-3	      80.00E-3	      6.568E-3	     0.0000
     6.572E-3	     0.0000	      6.572E-3	     0.0000
     6.576E-3	      80.00E-3	      6.576E-3	     0.0000
     6.580E-3	     0.0000	      6.580E-3	     0.0000
     6.584E-3	      80.00E-3	      6.584E-3	     0.0000
     6.588E-3	     0.0000	      6.588E-3	     0.0000
     6.592E-3	     0.0000	      6.592E-3	     0.0000
     6.596E-3	      80.00E-3	      6.596E-3	     0.0000
     6.600E-3	     0.0000	      6.600E-3	     0.0000
     6.604E-3	     0.0000	      6.604E-3	     0.0000
     6.608E-3	     0.0000	      6.608E-3	     0.0000
     6.612E-3	     0.0000	      6.612E-3	     0.0000
     6.616E-3	      80.00E-3	      6.616E-3	     0.0000
     6.620E-3	     0.0000	      6.620E-3	     0.0000
     6.624E-3	      80.00E-3	      6.624E-3	      80.00E-3
     6.628E-3	     0.0000	      6.628E-3	     0.0000
     6.632E-3	     0.0000	      6.632E-3	     0.0000
     6.636E-3	     0.0000	      6.636E-3	     0.0000
     6.640E-3	     0.0000	      6.640E-3	     0.0000
     6.644E-3	      80.00E-3	      6.644E-3	      80.00E-3
     6.648E-3	     0.0000	      6.648E-3	     0.0000
     6.652E-3	     0.0000	      6.652E-3	      80.00E-3
     6.656E-3	     0.0000	      6.656E-3	     0.0000
     6.660E-3	      80.00E-3	      6.660E-3	     0.0000
     6.664E-3	      80.00E-3	      6.664E-3	     0.0000
     6.668E-3	      80.00E-3	      6.668E-3	     0.0000
     6.672E-3	     0.0000	      6.672E-3	     0.0000
     6.676E-3	     0.0000	      6.676E-3	      80.00E-3
     6.680E-3	      80.00E-3	      6.680E-3	     0.0000
     6.684E-3	      80.00E-3	      6.684E-3	     0.0000
     6.688E-3	     0.0000	      6.688E-3	      80.00E-3
     6.692E-3	     0.0000	      6.692E-3	     0.0000
     6.696E-3	     0.0000	      6.696E-3	      80.00E-3
     6.700E-3	      80.00E-3	      6.700E-3	     0.0000
     6.704E-3	     0.0000	      6.704E-3	     0.0000
     6.708E-3	      80.00E-3	      6.708E-3	      80.00E-3
     6.712E-3	     0.0000	      6.712E-3	      80.00E-3
     6.716E-3	     0.0000	      6.716E-3	     0.0000
     6.720E-3	     0.0000	      6.720E-3	     0.0000
     6.724E-3	     0.0000	      6.724E-3	     0.0000
     6.728E-3	     0.0000	      6.728E-3	     0.0000
     6.732E-3	     0.0000	      6.732E-3	     0.0000
     6.736E-3	     0.0000	      6.736E-3	      80.00E-3
     6.740E-3	     0.0000	      6.740E-3	     0.0000
     6.744E-3	     0.0000	      6.744E-3	     0.0000
     6.748E-3	     0.0000	      6.748E-3	     0.0000
     6.752E-3	      80.00E-3	      6.752E-3	     0.0000
     6.756E-3	     0.0000	      6.756E-3	      80.00E-3
     6.760E-3	      80.00E-3	      6.760E-3	     0.0000
     6.764E-3	     0.0000	      6.764E-3	     0.0000
     6.768E-3	      80.00E-3	      6.768E-3	      80.00E-3
     6.772E-3	     0.0000	      6.772E-3	     0.0000
     6.776E-3	      80.00E-3	      6.776E-3	     0.0000
     6.780E-3	     0.0000	      6.780E-3	     0.0000
     6.784E-3	     0.0000	      6.784E-3	     0.0000
     6.788E-3	     0.0000	      6.788E-3	     0.0000
     6.792E-3	      80.00E-3	      6.792E-3	     0.0000
     6.796E-3	      80.00E-3	      6.796E-3	     0.0000
     6.800E-3	     0.0000	      6.800E-3	     -80.00E-3
     6.804E-3	     0.0000	      6.804E-3	      80.00E-3
     6.808E-3	     0.0000	      6.808E-3	     0.0000
     6.812E-3	     0.0000	      6.812E-3	     0.0000
     6.816E-3	      80.00E-3	      6.816E-3	     0.0000
     6.820E-3	      80.00E-3	      6.820E-3	     0.0000
     6.824E-3	     0.0000	      6.824E-3	      80.00E-3
     6.828E-3	     0.0000	      6.828E-3	      80.00E-3
     6.832E-3	      80.00E-3	      6.832E-3	     0.0000
     6.836E-3	     0.0000	      6.836E-3	     0.0000
     6.840E-3	      80.00E-3	      6.840E-3	     0.0000
     6.844E-3	     0.0000	      6.844E-3	     0.0000
     6.848E-3	     0.0000	      6.848E-3	     0.0000
     6.852E-3	     0.0000	      6.852E-3	     0.0000
     6.856E-3	     0.0000	      6.856E-3	     0.0000
     6.860E-3	     0.0000	      6.860E-3	     0.0000
     6.864E-3	      80.00E-3	      6.864E-3	      80.00E-3
     6.868E-3	     0.0000	      6.868E-3	     0.0000
     6.872E-3	      80.00E-3	      6.872E-3	     0.0000
     6.876E-3	     0.0000	      6.876E-3	      80.00E-3
     6.880E-3	     0.0000	      6.880E-3	     0.0000
     6.884E-3	     0.0000	      6.884E-3	     0.0000
     6.888E-3	     0.0000	      6.888E-3	     0.0000
     6.892E-3	     0.0000	      6.892E-3	     0.0000
     6.896E-3	     0.0000	      6.896E-3	     0.0000
     6.900E-3	     0.0000	      6.900E-3	     0.0000
     6.904E-3	     0.0000	      6.904E-3	     0.0000
     6.908E-3	     0.0000	      6.908E-3	     0.0000
     6.912E-3	      80.00E-3	      6.912E-3	      80.00E-3
     6.916E-3	      80.00E-3	      6.916E-3	      80.00E-3
     6.920E-3	     0.0000	      6.920E-3	     0.0000
     6.924E-3	     0.0000	      6.924E-3	      80.00E-3
     6.928E-3	     0.0000	      6.928E-3	      80.00E-3
     6.932E-3	     0.0000	      6.932E-3	     0.0000
     6.936E-3	      80.00E-3	      6.936E-3	      80.00E-3
     6.940E-3	     0.0000	      6.940E-3	     0.0000
     6.944E-3	      80.00E-3	      6.944E-3	     -80.00E-3
     6.948E-3	     0.0000	      6.948E-3	     0.0000
     6.952E-3	     0.0000	      6.952E-3	      80.00E-3
     6.956E-3	     0.0000	      6.956E-3	     0.0000
     6.960E-3	     0.0000	      6.960E-3	     0.0000
     6.964E-3	      80.00E-3	      6.964E-3	     0.0000
     6.968E-3	      80.00E-3	      6.968E-3	     0.0000
     6.972E-3	     0.0000	      6.972E-3	      80.00E-3
     6.976E-3	     0.0000	      6.976E-3	     0.0000
     6.980E-3	     0.0000	      6.980E-3	     0.0000
     6.984E-3	      80.00E-3	      6.984E-3	     0.0000
     6.988E-3	     0.0000	      6.988E-3	     0.0000
     6.992E-3	     0.0000	      6.992E-3	     0.0000
     6.996E-3	      80.00E-3	      6.996E-3	     0.0000
     7.000E-3	     0.0000	      7.000E-3	     0.0000
     7.004E-3	      80.00E-3	      7.004E-3	      80.00E-3
     7.008E-3	     0.0000	      7.008E-3	     0.0000
     7.012E-3	     0.0000	      7.012E-3	     0.0000
     7.016E-3	     0.0000	      7.016E-3	     0.0000
     7.020E-3	     0.0000	      7.020E-3	     0.0000
     7.024E-3	     0.0000	      7.024E-3	     0.0000
     7.028E-3	     0.0000	      7.028E-3	     0.0000
     7.032E-3	     0.0000	      7.032E-3	     0.0000
     7.036E-3	     0.0000	      7.036E-3	      80.00E-3
     7.040E-3	     0.0000	      7.040E-3	     0.0000
     7.044E-3	     0.0000	      7.044E-3	     0.0000
     7.048E-3	     0.0000	      7.048E-3	      80.00E-3
     7.052E-3	      80.00E-3	      7.052E-3	     0.0000
     7.056E-3	     0.0000	      7.056E-3	     0.0000
     7.060E-3	      80.00E-3	      7.060E-3	     0.0000
     7.064E-3	     0.0000	      7.064E-3	      80.00E-3
     7.068E-3	      80.00E-3	      7.068E-3	     0.0000
     7.072E-3	     0.0000	      7.072E-3	     0.0000
     7.076E-3	      80.00E-3	      7.076E-3	     0.0000
     7.080E-3	     0.0000	      7.080E-3	     0.0000
     7.084E-3	     0.0000	      7.084E-3	      80.00E-3
     7.088E-3	     0.0000	      7.088E-3	     0.0000
     7.092E-3	     0.0000	      7.092E-3	     0.0000
     7.096E-3	     0.0000	      7.096E-3	     0.0000
     7.100E-3	     0.0000	      7.100E-3	     0.0000
     7.104E-3	      80.00E-3	      7.104E-3	     0.0000
     7.108E-3	     0.0000	      7.108E-3	     0.0000
     7.112E-3	     0.0000	      7.112E-3	     0.0000
     7.116E-3	     0.0000	      7.116E-3	     0.0000
     7.120E-3	     0.0000	      7.120E-3	     0.0000
     7.124E-3	     0.0000	      7.124E-3	     0.0000
     7.128E-3	      80.00E-3	      7.128E-3	     0.0000
     7.132E-3	     0.0000	      7.132E-3	     0.0000
     7.136E-3	     0.0000	      7.136E-3	      80.00E-3
     7.140E-3	      80.00E-3	      7.140E-3	     0.0000
     7.144E-3	     0.0000	      7.144E-3	      80.00E-3
     7.148E-3	     0.0000	      7.148E-3	     0.0000
     7.152E-3	      80.00E-3	      7.152E-3	     0.0000
     7.156E-3	      80.00E-3	      7.156E-3	     0.0000
     7.160E-3	     0.0000	      7.160E-3	      80.00E-3
     7.164E-3	     0.0000	      7.164E-3	     0.0000
     7.168E-3	     0.0000	      7.168E-3	     0.0000
     7.172E-3	     0.0000	      7.172E-3	      80.00E-3
     7.176E-3	     0.0000	      7.176E-3	     0.0000
     7.180E-3	      80.00E-3	      7.180E-3	     0.0000
     7.184E-3	      80.00E-3	      7.184E-3	     0.0000
     7.188E-3	     0.0000	      7.188E-3	     0.0000
     7.192E-3	     0.0000	      7.192E-3	      80.00E-3
     7.196E-3	      80.00E-3	      7.196E-3	      80.00E-3
     7.200E-3	     0.0000	      7.200E-3	     0.0000
     7.204E-3	     0.0000	      7.204E-3	     0.0000
     7.208E-3	     0.0000	      7.208E-3	     0.0000
     7.212E-3	     0.0000	      7.212E-3	     0.0000
     7.216E-3	      80.00E-3	      7.216E-3	     0.0000
     7.220E-3	     0.0000	      7.220E-3	     0.0000
     7.224E-3	     0.0000	      7.224E-3	     0.0000
     7.228E-3	     0.0000	      7.228E-3	     0.0000
     7.232E-3	     0.0000	      7.232E-3	     0.0000
     7.236E-3	     0.0000	      7.236E-3	     0.0000
     7.240E-3	     0.0000	      7.240E-3	     0.0000
     7.244E-3	     0.0000	      7.244E-3	     0.0000
     7.248E-3	     0.0000	      7.248E-3	     0.0000
     7.252E-3	     0.0000	      7.252E-3	     0.0000
     7.256E-3	     0.0000	      7.256E-3	     0.0000
     7.260E-3	     0.0000	      7.260E-3	      80.00E-3
     7.264E-3	     0.0000	      7.264E-3	     0.0000
     7.268E-3	     0.0000	      7.268E-3	      80.00E-3
     7.272E-3	     0.0000	      7.272E-3	     0.0000
     7.276E-3	     -80.00E-3	      7.276E-3	     0.0000
     7.280E-3	     0.0000	      7.280E-3	     0.0000
     7.284E-3	     0.0000	      7.284E-3	      80.00E-3
     7.288E-3	     0.0000	      7.288E-3	      80.00E-3
     7.292E-3	     0.0000	      7.292E-3	     0.0000
     7.296E-3	      80.00E-3	      7.296E-3	      80.00E-3
     7.300E-3	     0.0000	      7.300E-3	     0.0000
     7.304E-3	     0.0000	      7.304E-3	     0.0000
     7.308E-3	     0.0000	      7.308E-3	     0.0000
     7.312E-3	      80.00E-3	      7.312E-3	      80.00E-3
     7.316E-3	     0.0000	      7.316E-3	      80.00E-3
     7.320E-3	      80.00E-3	      7.320E-3	      80.00E-3
     7.324E-3	      80.00E-3	      7.324E-3	      80.00E-3
     7.328E-3	     0.0000	      7.328E-3	      80.00E-3
     7.332E-3	     0.0000	      7.332E-3	     0.0000
     7.336E-3	      80.00E-3	      7.336E-3	      80.00E-3
     7.340E-3	     0.0000	      7.340E-3	      160.0E-3
     7.344E-3	     0.0000	      7.344E-3	      1.280
     7.348E-3	     0.0000	      7.348E-3	      240.0E-3
     7.352E-3	     0.0000	      7.352E-3	      80.00E-3
     7.356E-3	     0.0000	      7.356E-3	      80.00E-3
     7.360E-3	     0.0000	      7.360E-3	     0.0000
     7.364E-3	     0.0000	      7.364E-3	      80.00E-3
     7.368E-3	     0.0000	      7.368E-3	      80.00E-3
     7.372E-3	     0.0000	      7.372E-3	     0.0000
     7.376E-3	     0.0000	      7.376E-3	     -80.00E-3
     7.380E-3	     0.0000	      7.380E-3	      80.00E-3
     7.384E-3	     0.0000	      7.384E-3	     0.0000
     7.388E-3	     0.0000	      7.388E-3	     0.0000
     7.392E-3	     0.0000	      7.392E-3	     0.0000
     7.396E-3	     0.0000	      7.396E-3	     0.0000
     7.400E-3	     0.0000	      7.400E-3	     0.0000
     7.404E-3	     0.0000	      7.404E-3	     0.0000
     7.408E-3	      80.00E-3	      7.408E-3	     0.0000
     7.412E-3	     0.0000	      7.412E-3	     0.0000
     7.416E-3	      80.00E-3	      7.416E-3	     0.0000
     7.420E-3	      80.00E-3	      7.420E-3	     0.0000
     7.424E-3	     0.0000	      7.424E-3	     0.0000
     7.428E-3	      80.00E-3	      7.428E-3	      80.00E-3
     7.432E-3	     -80.00E-3	      7.432E-3	     0.0000
     7.436E-3	     0.0000	      7.436E-3	     0.0000
     7.440E-3	     0.0000	      7.440E-3	     0.0000
     7.444E-3	     0.0000	      7.444E-3	      80.00E-3
     7.448E-3	     0.0000	      7.448E-3	     0.0000
     7.452E-3	     0.0000	      7.452E-3	     0.0000
     7.456E-3	     0.0000	      7.456E-3	      80.00E-3
     7.460E-3	      80.00E-3	      7.460E-3	      80.00E-3
     7.464E-3	     0.0000	      7.464E-3	     0.0000
     7.468E-3	     0.0000	      7.468E-3	      80.00E-3
     7.472E-3	      80.00E-3	      7.472E-3	     0.0000
     7.476E-3	     0.0000	      7.476E-3	     0.0000
     7.480E-3	     0.0000	      7.480E-3	     -80.00E-3
     7.484E-3	      80.00E-3	      7.484E-3	      80.00E-3
     7.488E-3	      80.00E-3	      7.488E-3	     0.0000
     7.492E-3	     0.0000	      7.492E-3	      80.00E-3
     7.496E-3	     0.0000	      7.496E-3	     0.0000
     7.500E-3	     0.0000	      7.500E-3	     0.0000
     7.504E-3	     0.0000	      7.504E-3	      80.00E-3
     7.508E-3	     0.0000	      7.508E-3	     0.0000
     7.512E-3	     0.0000	      7.512E-3	     0.0000
     7.516E-3	      80.00E-3	      7.516E-3	     0.0000
     7.520E-3	     0.0000	      7.520E-3	     0.0000
     7.524E-3	     0.0000	      7.524E-3	     0.0000
     7.528E-3	     0.0000	      7.528E-3	     0.0000
     7.532E-3	      80.00E-3	      7.532E-3	     0.0000
     7.536E-3	     0.0000	      7.536E-3	     0.0000
     7.540E-3	      80.00E-3	      7.540E-3	      80.00E-3
     7.544E-3	     0.0000	      7.544E-3	      80.00E-3
     7.548E-3	     0.0000	      7.548E-3	     0.0000
     7.552E-3	     0.0000	      7.552E-3	     0.0000
     7.556E-3	      80.00E-3	      7.556E-3	     0.0000
     7.560E-3	      80.00E-3	      7.560E-3	     0.0000
     7.564E-3	     0.0000	      7.564E-3	     0.0000
     7.568E-3	     0.0000	      7.568E-3	      80.00E-3
     7.572E-3	     0.0000	      7.572E-3	     0.0000
     7.576E-3	      80.00E-3	      7.576E-3	     0.0000
     7.580E-3	      80.00E-3	      7.580E-3	     0.0000
     7.584E-3	     0.0000	      7.584E-3	     0.0000
     7.588E-3	     0.0000	      7.588E-3	     0.0000
     7.592E-3	      80.00E-3	      7.592E-3	      80.00E-3
     7.596E-3	     0.0000	      7.596E-3	     0.0000
     7.600E-3	      80.00E-3	      7.600E-3	     0.0000
     7.604E-3	     0.0000	      7.604E-3	     0.0000
     7.608E-3	     0.0000	      7.608E-3	     0.0000
     7.612E-3	     0.0000	      7.612E-3	     0.0000
     7.616E-3	     0.0000	      7.616E-3	     0.0000
     7.620E-3	     0.0000	      7.620E-3	     0.0000
     7.624E-3	     0.0000	      7.624E-3	     0.0000
     7.628E-3	     0.0000	      7.628E-3	      80.00E-3
     7.632E-3	     0.0000	      7.632E-3	     0.0000
     7.636E-3	     0.0000	      7.636E-3	     0.0000
     7.640E-3	     0.0000	      7.640E-3	      80.00E-3
     7.644E-3	     0.0000	      7.644E-3	     0.0000
     7.648E-3	      80.00E-3	      7.648E-3	     0.0000
     7.652E-3	     0.0000	      7.652E-3	      80.00E-3
     7.656E-3	     0.0000	      7.656E-3	      80.00E-3
     7.660E-3	      80.00E-3	      7.660E-3	     0.0000
     7.664E-3	     0.0000	      7.664E-3	     0.0000
     7.668E-3	     0.0000	      7.668E-3	      80.00E-3
     7.672E-3	     0.0000	      7.672E-3	     0.0000
     7.676E-3	     0.0000	      7.676E-3	     0.0000
     7.680E-3	      80.00E-3	      7.680E-3	     0.0000
     7.684E-3	     0.0000	      7.684E-3	     0.0000
     7.688E-3	     0.0000	      7.688E-3	     0.0000
     7.692E-3	     0.0000	      7.692E-3	      80.00E-3
     7.696E-3	      80.00E-3	      7.696E-3	     0.0000
     7.700E-3	     0.0000	      7.700E-3	     0.0000
     7.704E-3	      80.00E-3	      7.704E-3	     0.0000
     7.708E-3	     0.0000	      7.708E-3	     0.0000
     7.712E-3	     0.0000	      7.712E-3	     0.0000
     7.716E-3	     0.0000	      7.716E-3	     0.0000
     7.720E-3	     0.0000	      7.720E-3	     0.0000
     7.724E-3	      80.00E-3	      7.724E-3	      80.00E-3
     7.728E-3	     0.0000	      7.728E-3	     0.0000
     7.732E-3	     0.0000	      7.732E-3	     0.0000
     7.736E-3	     0.0000	      7.736E-3	     0.0000
     7.740E-3	      80.00E-3	      7.740E-3	     0.0000
     7.744E-3	     0.0000	      7.744E-3	     0.0000
     7.748E-3	     0.0000	      7.748E-3	     0.0000
     7.752E-3	     0.0000	      7.752E-3	      80.00E-3
     7.756E-3	     0.0000	      7.756E-3	     0.0000
     7.760E-3	     0.0000	      7.760E-3	      80.00E-3
     7.764E-3	     0.0000	      7.764E-3	     0.0000
     7.768E-3	     0.0000	      7.768E-3	     0.0000
